"age"	"workclass"	"fntwgt"	"education"	"educationNum"	"maritalStatus"	"occupation"	"relationship"	"race"	"sex"	"capitalGain"	"capitalLoss"	"hoursPerWeek"	"nativeCountry"	"salary"	"salres"
56	"Local-gov"	198277	"12th"	8	"Never-married"	"Handlers-cleaners"	"Not-in-family"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
26	"Private"	136951	"HS-grad"	9	"Separated"	"Machine-op-inspct"	"Unmarried"	"Black"	"Female"	0	0	40	"United-States"	"<=50K"	0
43	"Private"	91949	"HS-grad"	9	"Divorced"	"Machine-op-inspct"	"Not-in-family"	"Black"	"Female"	0	0	40	"United-States"	"<=50K"	0
49	"Private"	204057	"Assoc-acdm"	12	"Divorced"	"Exec-managerial"	"Not-in-family"	"White"	"Female"	0	0	40	"United-States"	"<=50K"	0
26	"Private"	179010	"Some-college"	10	"Never-married"	"Craft-repair"	"Not-in-family"	"White"	"Male"	0	0	65	"United-States"	"<=50K"	0
51	"Private"	49017	"HS-grad"	9	"Widowed"	"Other-service"	"Not-in-family"	"White"	"Female"	0	0	24	"United-States"	"<=50K"	0
38	"Private"	201454	"Some-college"	10	"Divorced"	"Adm-clerical"	"Unmarried"	"White"	"Female"	0	0	40	"United-States"	"<=50K"	0
35	"Private"	208165	"HS-grad"	9	"Divorced"	"Exec-managerial"	"Unmarried"	"White"	"Female"	0	0	50	"United-States"	"<=50K"	0
38	"Private"	333651	"Bachelors"	13	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	15024	0	70	"United-States"	">50K"	1
22	"Private"	385077	"HS-grad"	9	"Never-married"	"Craft-repair"	"Own-child"	"White"	"Male"	2907	0	40	"United-States"	"<=50K"	0
70	"Self-emp-not-inc"	124449	"Masters"	14	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	0	2246	8	"United-States"	">50K"	1
63	"Local-gov"	57674	"Masters"	14	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	0	0	48	"United-States"	"<=50K"	0
76	"Private"	243768	"5th-6th"	3	"Never-married"	"Handlers-cleaners"	"Not-in-family"	"White"	"Male"	0	0	20	"United-States"	"<=50K"	0
45	"Self-emp-inc"	197332	"Some-college"	10	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	0	0	55	"United-States"	">50K"	1
33	"Private"	709798	"Bachelors"	13	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	0	0	60	"United-States"	">50K"	1
44	"Private"	174189	"Some-college"	10	"Married-civ-spouse"	"Sales"	"Husband"	"White"	"Male"	0	0	60	"United-States"	"<=50K"	0
41	"Private"	98061	"HS-grad"	9	"Divorced"	"Transport-moving"	"Not-in-family"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
59	"Private"	515712	"7th-8th"	4	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
56	"Private"	34626	"Some-college"	10	"Divorced"	"Exec-managerial"	"Not-in-family"	"White"	"Female"	0	1980	40	"United-States"	"<=50K"	0
42	"Private"	45363	"Assoc-acdm"	12	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	0	0	50	"United-States"	"<=50K"	0
27	"Private"	228472	"Bachelors"	13	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	0	0	45	"United-States"	">50K"	1
66	"Private"	101607	"HS-grad"	9	"Divorced"	"Machine-op-inspct"	"Not-in-family"	"White"	"Male"	0	0	10	"United-States"	"<=50K"	0
29	"Private"	48895	"HS-grad"	9	"Never-married"	"Craft-repair"	"Not-in-family"	"White"	"Male"	0	0	50	"United-States"	"<=50K"	0
24	"Private"	172987	"Bachelors"	13	"Married-civ-spouse"	"Tech-support"	"Husband"	"White"	"Male"	0	0	50	"United-States"	"<=50K"	0
52	"Self-emp-not-inc"	103794	"Assoc-voc"	11	"Divorced"	"Prof-specialty"	"Not-in-family"	"White"	"Female"	0	0	35	"United-States"	"<=50K"	0
45	"Private"	247043	"11th"	7	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	0	0	42	"United-States"	"<=50K"	0
27	"Private"	134890	"Bachelors"	13	"Never-married"	"Tech-support"	"Own-child"	"White"	"Male"	0	0	50	"United-States"	"<=50K"	0
18	"Private"	249857	"Some-college"	10	"Never-married"	"Other-service"	"Own-child"	"White"	"Male"	0	0	20	"United-States"	"<=50K"	0
41	"Private"	150533	"HS-grad"	9	"Married-civ-spouse"	"Sales"	"Husband"	"White"	"Male"	2829	0	40	"United-States"	"<=50K"	0
56	"Private"	201822	"7th-8th"	4	"Married-civ-spouse"	"Handlers-cleaners"	"Husband"	"White"	"Male"	0	2002	40	"United-States"	"<=50K"	0
55	"Local-gov"	110490	"Bachelors"	13	"Married-civ-spouse"	"Prof-specialty"	"Wife"	"White"	"Female"	0	0	60	"United-States"	"<=50K"	0
44	"Private"	147265	"Masters"	14	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	0	0	40	"United-States"	">50K"	1
60	"Self-emp-not-inc"	78913	"Some-college"	10	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	0	0	50	"United-States"	"<=50K"	0
33	"Private"	55699	"HS-grad"	9	"Married-civ-spouse"	"Transport-moving"	"Husband"	"White"	"Male"	3908	0	40	"United-States"	"<=50K"	0
40	"Private"	360884	"Some-college"	10	"Married-civ-spouse"	"Adm-clerical"	"Wife"	"White"	"Female"	7298	0	40	"United-States"	">50K"	1
54	"Self-emp-not-inc"	261207	"7th-8th"	4	"Divorced"	"Transport-moving"	"Not-in-family"	"White"	"Male"	0	0	45	"Cuba"	"<=50K"	0
22	"Private"	406978	"Bachelors"	13	"Never-married"	"Exec-managerial"	"Other-relative"	"White"	"Female"	0	0	40	"United-States"	"<=50K"	0
29	"Private"	91189	"Bachelors"	13	"Married-civ-spouse"	"Machine-op-inspct"	"Husband"	"White"	"Male"	0	0	48	"United-States"	"<=50K"	0
56	"Local-gov"	216824	"Prof-school"	15	"Married-civ-spouse"	"Adm-clerical"	"Husband"	"Asian-Pac-Islander"	"Male"	0	0	40	"Philippines"	">50K"	1
21	"Private"	26842	"Some-college"	10	"Never-married"	"Sales"	"Not-in-family"	"White"	"Female"	0	0	20	"United-States"	"<=50K"	0
37	"State-gov"	348960	"Bachelors"	13	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	0	0	36	"United-States"	">50K"	1
36	"Private"	117312	"Assoc-acdm"	12	"Divorced"	"Tech-support"	"Not-in-family"	"White"	"Female"	0	0	60	"United-States"	"<=50K"	0
33	"Private"	165235	"Bachelors"	13	"Never-married"	"Other-service"	"Not-in-family"	"Asian-Pac-Islander"	"Female"	0	0	35	"Thailand"	"<=50K"	0
24	"Private"	187937	"Bachelors"	13	"Never-married"	"Prof-specialty"	"Unmarried"	"White"	"Female"	0	0	40	"United-States"	"<=50K"	0
51	"Private"	123429	"Masters"	14	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	0	0	50	"United-States"	">50K"	1
25	"Private"	117827	"Some-college"	10	"Married-civ-spouse"	"Adm-clerical"	"Husband"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
33	"Private"	223212	"HS-grad"	9	"Divorced"	"Craft-repair"	"Unmarried"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
28	"Private"	198197	"Bachelors"	13	"Never-married"	"Prof-specialty"	"Not-in-family"	"White"	"Male"	0	0	55	"United-States"	">50K"	1
42	"Self-emp-inc"	120277	"Masters"	14	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	0	0	40	"United-States"	">50K"	1
34	"Private"	167497	"Some-college"	10	"Married-civ-spouse"	"Exec-managerial"	"Wife"	"White"	"Female"	7688	0	50	"United-States"	">50K"	1
44	"Local-gov"	231793	"Doctorate"	16	"Married-spouse-absent"	"Prof-specialty"	"Unmarried"	"White"	"Female"	0	0	38	"United-States"	"<=50K"	0
25	"Private"	22546	"Bachelors"	13	"Never-married"	"Transport-moving"	"Own-child"	"White"	"Male"	0	0	60	"United-States"	"<=50K"	0
32	"Private"	152109	"HS-grad"	9	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	0	0	48	"United-States"	"<=50K"	0
32	"Private"	180799	"Some-college"	10	"Married-civ-spouse"	"Transport-moving"	"Husband"	"White"	"Male"	0	0	60	"United-States"	">50K"	1
35	"Private"	407913	"HS-grad"	9	"Separated"	"Other-service"	"Not-in-family"	"Black"	"Male"	0	0	40	"United-States"	"<=50K"	0
45	"Self-emp-not-inc"	420986	"Bachelors"	13	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	0	0	40	"United-States"	">50K"	1
24	"Private"	215443	"HS-grad"	9	"Separated"	"Other-service"	"Not-in-family"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
27	"Private"	232954	"HS-grad"	9	"Married-civ-spouse"	"Sales"	"Husband"	"White"	"Male"	0	0	45	"United-States"	"<=50K"	0
38	"Local-gov"	223237	"Masters"	14	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	0	0	40	"United-States"	">50K"	1
26	"Private"	28443	"Assoc-voc"	11	"Never-married"	"Other-service"	"Not-in-family"	"White"	"Female"	0	0	40	"United-States"	"<=50K"	0
25	"Private"	121102	"Assoc-acdm"	12	"Never-married"	"Tech-support"	"Not-in-family"	"White"	"Female"	0	2001	30	"United-States"	"<=50K"	0
44	"Federal-gov"	404599	"HS-grad"	9	"Divorced"	"Adm-clerical"	"Unmarried"	"Black"	"Female"	0	0	40	"United-States"	"<=50K"	0
35	"Private"	182467	"Assoc-voc"	11	"Married-civ-spouse"	"Craft-repair"	"Wife"	"White"	"Female"	0	0	44	"United-States"	"<=50K"	0
55	"Private"	197399	"Masters"	14	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	99999	0	55	"United-States"	">50K"	1
35	"Private"	308489	"Bachelors"	13	"Married-civ-spouse"	"Sales"	"Husband"	"Black"	"Male"	0	0	50	"United-States"	"<=50K"	0
59	"Private"	43221	"Some-college"	10	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	0	0	43	"United-States"	">50K"	1
44	"State-gov"	183829	"Bachelors"	13	"Never-married"	"Adm-clerical"	"Not-in-family"	"White"	"Female"	0	0	38	"United-States"	"<=50K"	0
26	"Private"	202033	"Bachelors"	13	"Married-civ-spouse"	"Transport-moving"	"Husband"	"White"	"Male"	0	0	40	"United-States"	">50K"	1
22	"Private"	254547	"Some-college"	10	"Never-married"	"Adm-clerical"	"Other-relative"	"Black"	"Female"	0	0	30	"Jamaica"	"<=50K"	0
43	"Private"	182437	"Bachelors"	13	"Never-married"	"Prof-specialty"	"Not-in-family"	"White"	"Male"	0	0	45	"United-States"	">50K"	1
50	"Local-gov"	254148	"Some-college"	10	"Married-civ-spouse"	"Farming-fishing"	"Husband"	"White"	"Male"	0	0	40	"Mexico"	"<=50K"	0
58	"Self-emp-not-inc"	193434	"HS-grad"	9	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	0	0	20	"United-States"	"<=50K"	0
28	"Self-emp-not-inc"	227890	"Bachelors"	13	"Never-married"	"Prof-specialty"	"Not-in-family"	"Black"	"Male"	0	0	50	"United-States"	">50K"	1
32	"Private"	169841	"Some-college"	10	"Divorced"	"Sales"	"Not-in-family"	"White"	"Female"	0	0	55	"United-States"	"<=50K"	0
44	"Private"	130126	"Prof-school"	15	"Divorced"	"Prof-specialty"	"Not-in-family"	"White"	"Male"	0	0	45	"United-States"	">50K"	1
34	"Private"	281852	"HS-grad"	9	"Never-married"	"Transport-moving"	"Not-in-family"	"Black"	"Male"	0	0	80	"United-States"	"<=50K"	0
67	"Self-emp-not-inc"	141797	"7th-8th"	4	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
47	"Federal-gov"	323798	"Bachelors"	13	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	0	0	40	"United-States"	">50K"	1
56	"Private"	99359	"HS-grad"	9	"Divorced"	"Adm-clerical"	"Unmarried"	"White"	"Female"	0	1617	40	"United-States"	"<=50K"	0
50	"Private"	124963	"Bachelors"	13	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	99999	0	55	"United-States"	">50K"	1
55	"Self-emp-not-inc"	141807	"Bachelors"	13	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	0	0	40	"United-States"	">50K"	1
23	"Local-gov"	197918	"Some-college"	10	"Never-married"	"Protective-serv"	"Own-child"	"White"	"Male"	0	0	40	"United-States"	">50K"	1
43	"Self-emp-inc"	140988	"Bachelors"	13	"Married-civ-spouse"	"Sales"	"Other-relative"	"Asian-Pac-Islander"	"Male"	0	0	45	"India"	"<=50K"	0
26	"Private"	211265	"Some-college"	10	"Married-spouse-absent"	"Craft-repair"	"Other-relative"	"Black"	"Female"	0	0	35	"Dominican-Republic"	"<=50K"	0
37	"Private"	112497	"Masters"	14	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	0	0	40	"United-States"	">50K"	1
30	"Private"	166961	"Bachelors"	13	"Never-married"	"Prof-specialty"	"Own-child"	"White"	"Female"	0	0	37	"United-States"	"<=50K"	0
68	"Private"	50351	"Masters"	14	"Never-married"	"Adm-clerical"	"Not-in-family"	"White"	"Female"	6360	0	20	"United-States"	"<=50K"	0
23	"Private"	180837	"HS-grad"	9	"Never-married"	"Machine-op-inspct"	"Own-child"	"Black"	"Female"	0	0	40	"United-States"	"<=50K"	0
33	"Private"	195488	"HS-grad"	9	"Married-civ-spouse"	"Adm-clerical"	"Wife"	"White"	"Female"	0	0	52	"United-States"	"<=50K"	0
54	"Private"	172281	"HS-grad"	9	"Married-civ-spouse"	"Transport-moving"	"Husband"	"White"	"Male"	0	2051	50	"United-States"	"<=50K"	0
49	"Private"	62546	"Bachelors"	13	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	0	0	40	"United-States"	">50K"	1
47	"Private"	46044	"Masters"	14	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
63	"Private"	131519	"HS-grad"	9	"Divorced"	"Exec-managerial"	"Not-in-family"	"White"	"Female"	0	0	40	"United-States"	"<=50K"	0
25	"Private"	108542	"Bachelors"	13	"Never-married"	"Exec-managerial"	"Own-child"	"White"	"Male"	0	0	35	"United-States"	"<=50K"	0
26	"Private"	165235	"Bachelors"	13	"Never-married"	"Adm-clerical"	"Own-child"	"Asian-Pac-Islander"	"Female"	0	0	40	"Thailand"	"<=50K"	0
43	"Private"	45156	"Some-college"	10	"Married-civ-spouse"	"Transport-moving"	"Husband"	"White"	"Male"	0	0	60	"United-States"	"<=50K"	0
51	"Private"	87205	"Bachelors"	13	"Divorced"	"Prof-specialty"	"Unmarried"	"White"	"Female"	0	0	55	"England"	"<=50K"	0
51	"Private"	206775	"Some-college"	10	"Married-civ-spouse"	"Handlers-cleaners"	"Husband"	"White"	"Male"	0	0	50	"United-States"	"<=50K"	0
41	"Private"	74182	"HS-grad"	9	"Divorced"	"Craft-repair"	"Not-in-family"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
46	"Private"	283037	"Bachelors"	13	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	0	0	50	"United-States"	">50K"	1
51	"Private"	160724	"Doctorate"	16	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"Asian-Pac-Islander"	"Male"	0	0	99	"South"	"<=50K"	0
34	"Private"	202450	"HS-grad"	9	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	0	0	55	"United-States"	">50K"	1
40	"Self-emp-inc"	37869	"HS-grad"	9	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	0	0	50	"United-States"	"<=50K"	0
44	"Private"	79531	"HS-grad"	9	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	0	0	45	"United-States"	"<=50K"	0
38	"Private"	343403	"Assoc-acdm"	12	"Divorced"	"Adm-clerical"	"Not-in-family"	"White"	"Female"	0	0	16	"United-States"	"<=50K"	0
38	"Local-gov"	218184	"5th-6th"	3	"Married-civ-spouse"	"Handlers-cleaners"	"Other-relative"	"White"	"Male"	0	0	40	"Mexico"	"<=50K"	0
30	"Private"	35644	"11th"	7	"Married-civ-spouse"	"Handlers-cleaners"	"Husband"	"White"	"Male"	0	0	50	"United-States"	"<=50K"	0
42	"Private"	219288	"7th-8th"	4	"Widowed"	"Craft-repair"	"Unmarried"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
20	"Private"	118462	"HS-grad"	9	"Never-married"	"Handlers-cleaners"	"Own-child"	"White"	"Male"	0	0	43	"United-States"	"<=50K"	0
60	"Local-gov"	204062	"Masters"	14	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	0	0	48	"United-States"	">50K"	1
58	"State-gov"	200316	"HS-grad"	9	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
52	"Private"	204226	"HS-grad"	9	"Divorced"	"Sales"	"Not-in-family"	"White"	"Male"	0	0	45	"United-States"	"<=50K"	0
22	"Private"	97508	"HS-grad"	9	"Never-married"	"Other-service"	"Own-child"	"White"	"Male"	0	0	50	"United-States"	"<=50K"	0
24	"Private"	162593	"Bachelors"	13	"Never-married"	"Adm-clerical"	"Not-in-family"	"Asian-Pac-Islander"	"Female"	0	0	40	"United-States"	"<=50K"	0
45	"Self-emp-not-inc"	118081	"Some-college"	10	"Married-civ-spouse"	"Other-service"	"Husband"	"White"	"Male"	3103	0	42	"United-States"	"<=50K"	0
55	"Federal-gov"	31965	"Some-college"	10	"Married-civ-spouse"	"Adm-clerical"	"Husband"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
53	"Private"	194995	"5th-6th"	3	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	0	0	45	"Italy"	"<=50K"	0
67	"Private"	94610	"Masters"	14	"Married-civ-spouse"	"Sales"	"Husband"	"White"	"Male"	0	0	30	"United-States"	">50K"	1
50	"Private"	191299	"HS-grad"	9	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	0	0	50	"United-States"	"<=50K"	0
24	"Private"	121313	"Some-college"	10	"Never-married"	"Transport-moving"	"Own-child"	"White"	"Male"	0	0	50	"United-States"	"<=50K"	0
