"status_type"	"status_published"	"num_reactions"	"num_comments"	"num_shares"	"num_likes"	"num_loves"	"num_wows"	"num_hahas"	"num_sads"	"num_angrys"	"status_date"	"status_time"	"Cluster"
4	"8/1/2017 23:33"	734	996	73	601	116	11	6	0	0	678	417	1
4	"11/24/2017 1:01"	282	1591	438	168	109	2	0	3	0	196	49	1
4	"12/11/2017 7:05"	249	1244	469	143	103	2	1	0	0	229	643	1
4	"1/9/2018 1:16"	315	1050	274	164	143	3	2	1	2	74	64	1
4	"5/27/2018 6:24"	1695	2279	677	1387	289	13	4	1	1	538	606	1
4	"11/23/2017 1:04"	182	1142	346	107	70	1	4	0	0	195	52	1
4	"11/12/2017 1:13"	370	1049	300	269	94	2	5	0	0	168	61	1
4	"8/21/2017 10:13"	101	1686	29	76	13	3	4	3	2	706	107	1
4	"11/26/2017 7:01"	268	816	529	188	73	2	3	1	1	199	639	1
4	"4/29/2018 7:32"	2173	2925	818	1739	403	7	17	1	6	478	670	1
4	"1/29/2018 3:09"	352	1828	93	256	91	1	3	0	1	53	445	1
4	"11/9/2017 1:44"	347	2025	200	284	58	0	4	0	1	224	87	1
4	"8/16/2017 5:42"	247	3529	163	217	17	1	8	4	0	693	574	1
4	"12/21/2017 5:26"	88	967	86	67	21	0	0	0	0	261	560	1
4	"12/14/2017 8:08"	256	2979	434	195	50	2	9	0	0	236	704	1
4	"5/10/2018 10:49"	218	3000	353	152	58	4	4	0	0	502	136	1
4	"6/7/2018 10:38"	130	1051	157	82	46	0	2	0	0	614	127	1
4	"6/7/2018 7:16"	160	1020	61	122	38	0	0	0	0	614	654	1
4	"3/21/2018 23:54"	276	927	136	218	55	3	0	0	0	395	433	1
4	"12/6/2017 2:08"	56	1226	75	50	3	2	1	0	0	287	241	1
4	"1/4/2018 1:13"	264	1487	279	167	95	1	1	0	0	62	61	1
4	"9/26/2017 2:05"	288	3287	228	241	31	4	12	0	0	801	238	1
4	"6/9/2018 6:26"	795	799	564	658	129	2	2	1	3	618	608	1
4	"4/17/2018 4:52"	156	1970	292	103	40	3	8	1	1	454	531	1
4	"5/5/2018 8:32"	1134	1076	295	952	163	5	13	1	0	552	726	1
4	"12/13/2017 2:17"	223	1950	433	155	64	1	0	1	2	234	248	1
4	"3/27/2018 9:05"	989	783	210	844	123	8	11	0	3	411	757	1
4	"8/9/2017 6:09"	106	1681	31	81	19	1	1	4	0	751	593	1
4	"9/29/2017 9:36"	293	2762	229	215	74	1	2	0	1	808	785	1
4	"8/9/2017 4:44"	116	1577	50	98	11	2	4	1	0	751	525	1
4	"12/3/2017 8:09"	204	1200	307	162	39	1	2	0	0	280	705	1
4	"11/21/2017 7:54"	336	1532	428	226	104	2	2	1	1	192	690	1
4	"11/26/2017 1:06"	333	1307	492	233	96	1	2	0	1	199	54	1
4	"1/4/2018 7:07"	253	1410	261	165	79	3	2	3	1	62	645	1
4	"10/2/2017 12:19"	163	3392	114	122	24	3	7	7	0	107	188	1
4	"2/1/2018 23:10"	223	944	93	184	37	0	1	0	1	294	398	1
4	"1/3/2018 7:05"	392	1972	312	214	168	3	4	2	1	55	643	1
4	"6/9/2018 8:37"	1143	1242	588	909	220	5	5	1	3	618	731	1
4	"9/20/2017 10:01"	303	3593	264	253	35	7	6	2	0	783	101	1
4	"11/18/2017 7:02"	394	2379	471	229	159	1	3	1	1	183	640	1
4	"6/6/2018 8:40"	1490	2117	503	1344	129	5	8	1	3	611	734	1
4	"3/16/2018 2:33"	192	2339	452	159	30	2	1	0	0	378	264	1
4	"9/16/2017 22:57"	358	1037	100	296	55	3	2	1	1	772	388	1
4	"1/22/2018 1:11"	252	885	242	182	70	0	0	0	0	35	59	1
4	"8/8/2017 5:13"	571	888	107	459	107	1	1	1	2	750	549	1
4	"4/27/2018 0:50"	358	1268	186	280	73	1	3	1	0	476	38	1
4	"4/27/2018 8:52"	256	1435	429	217	34	4	0	1	0	476	746	1
4	"12/23/2017 7:06"	170	1762	257	110	54	1	5	0	0	268	644	1
4	"8/30/2017 11:15"	146	1839	101	131	11	0	2	2	0	732	152	1
4	"1/20/2018 6:59"	316	1080	194	177	135	1	2	0	1	33	637	1
4	"3/28/2018 1:07"	163	1138	200	116	43	3	0	0	1	412	55	1
4	"12/29/2017 1:09"	204	1059	235	134	66	0	2	2	0	279	57	1
4	"11/20/2017 7:42"	230	1315	348	127	98	0	4	0	1	191	679	1
4	"12/1/2017 1:47"	300	1532	281	212	82	4	0	2	0	226	90	1
4	"5/9/2018 8:33"	1970	2903	3424	1330	482	138	13	5	2	561	727	1
4	"10/2/2017 10:56"	215	3202	199	186	22	2	4	1	0	107	140	1
4	"1/24/2018 1:08"	267	1221	259	176	90	0	1	0	0	40	56	1
4	"6/11/2018 1:42"	164	1120	67	120	40	0	2	2	0	565	85	1
2	"3/24/2017 23:03"	279	0	0	276	3	0	0	0	0	403	392	2
2	"1/29/2018 6:03"	2	2	0	2	0	0	0	0	0	53	589	2
4	"1/7/2018 8:00"	3	0	0	3	0	0	0	0	0	70	696	2
2	"8/30/2017 8:38"	181	20	0	180	1	0	0	0	0	732	732	2
4	"6/12/2018 1:52"	17	0	1	16	1	0	0	0	0	567	94	2
2	"4/26/2018 22:28"	23	0	0	22	1	0	0	0	0	474	364	2
4	"10/24/2013 10:13"	226	13	0	226	0	0	0	0	0	121	107	2
4	"3/3/2017 9:39"	36	240	20	33	2	1	0	0	0	417	788	2
2	"10/14/2016 4:56"	190	1	0	168	5	0	0	17	0	86	534	2
4	"4/25/2018 7:54"	153	0	12	150	2	1	0	0	0	473	690	2
2	"11/2/2017 21:22"	19	8	0	18	0	0	1	0	0	188	322	2
2	"5/2/2018 8:44"	5	1	0	5	0	0	0	0	0	526	738	2
2	"5/17/2018 3:30"	563	28	5	554	4	4	1	0	0	518	463	2
2	"6/2/2018 7:53"	20	0	0	20	0	0	0	0	0	579	689	2
2	"12/28/2015 2:18"	135	2	0	135	0	0	0	0	0	277	249	2
2	"1/30/2013 9:25"	54	3	0	54	0	0	0	0	0	56	776	2
2	"6/6/2018 7:40"	876	133	4	865	5	6	0	0	0	611	677	2
2	"12/24/2017 7:16"	19	2	0	19	0	0	0	0	0	272	654	2
2	"5/12/2018 0:59"	17	3	0	17	0	0	0	0	0	508	47	2
4	"1/23/2018 2:17"	53	7	1	48	2	2	1	0	0	37	248	2
2	"10/10/2017 8:44"	104	7	1	99	1	4	0	0	0	78	738	2
2	"1/22/2018 3:20"	2	1	0	2	0	0	0	0	0	35	454	2
2	"10/30/2012 2:23"	28	4	0	28	0	0	0	0	0	139	254	2
2	"12/13/2012 11:36"	3	0	0	3	0	0	0	0	0	232	166	2
2	"12/25/2017 2:16"	4	0	0	4	0	0	0	0	0	273	247	2
2	"6/3/2018 6:31"	464	51	4	453	9	2	0	0	0	604	612	2
2	"3/17/2018 2:38"	20	10	0	19	1	0	0	0	0	379	269	2
3	"5/17/2016 2:01"	59	16	1	59	0	0	0	0	0	517	235	2
2	"3/15/2018 0:59"	16	5	0	16	0	0	0	0	0	374	47	2
2	"4/26/2018 5:31"	581	20	0	545	6	28	1	1	0	474	565	2
4	"5/4/2018 7:00"	214	528	265	136	78	0	0	0	0	549	638	2
4	"1/8/2014 7:58"	358	19	1	358	0	0	0	0	0	71	694	2
2	"1/30/2013 23:57"	55	15	0	55	0	0	0	0	0	56	435	2
4	"1/11/2018 9:05"	392	461	47	360	32	0	0	0	0	7	757	2
2	"5/12/2018 1:57"	824	106	6	810	10	4	0	0	0	508	98	2
2	"8/24/2017 14:24"	60	4	0	54	0	0	3	1	2	714	220	2
2	"8/20/2017 9:34"	12	0	1	12	0	0	0	0	0	703	784	2
2	"12/24/2015 22:26"	184	3	1	184	0	0	0	0	0	270	362	2
2	"4/7/2018 21:47"	166	102	0	165	1	0	0	0	0	492	334	2
4	"11/21/2017 0:22"	378	512	30	348	27	2	0	0	1	192	19	2
2	"11/20/2017 1:19"	32	2	0	32	0	0	0	0	0	191	67	2
4	"5/25/2018 1:03"	256	779	304	168	85	1	2	0	0	536	51	2
2	"10/26/2013 5:27"	164	6	0	164	0	0	0	0	0	126	561	2
2	"9/19/2012 4:30"	26	4	0	26	0	0	0	0	0	776	515	2
2	"12/7/2017 7:54"	26	1	1	25	1	0	0	0	0	288	690	2
2	"4/12/2018 6:55"	50	0	0	49	0	0	1	0	0	447	633	2
2	"7/21/2017 2:59"	390	17	2	382	5	3	0	0	0	643	290	2
2	"9/8/2012 14:02"	14	2	0	14	0	0	0	0	0	825	217	2
2	"4/11/2018 2:30"	85	25	1	81	1	3	0	0	0	444	261	2
2	"10/13/2016 8:14"	71	0	5	61	0	0	0	10	0	85	709	2
2	"11/22/2017 2:24"	16	1	1	16	0	0	0	0	0	193	255	2
2	"12/9/2017 2:39"	14	0	0	14	0	0	0	0	0	291	270	2
2	"7/3/2017 9:07"	1	0	0	1	0	0	0	0	0	664	759	2
2	"1/3/2018 4:15"	12	2	1	12	0	0	0	0	0	55	501	2
2	"8/3/2012 5:15"	23	4	0	23	0	0	0	0	0	728	551	2
2	"4/28/2018 8:07"	114	1	1	112	0	2	0	0	0	477	703	2
2	"6/7/2017 7:28"	209	4	0	199	9	1	0	0	0	613	666	2
2	"2/15/2015 23:12"	545	13	0	545	0	0	0	0	0	307	400	2
2	"12/24/2016 7:59"	227	3	4	218	8	1	0	0	0	271	695	2
2	"10/1/2012 10:00"	32	9	1	32	0	0	0	0	0	75	100	2
4	"1/26/2018 1:07"	238	815	165	136	96	2	3	1	0	46	55	2
2	"6/26/2017 6:13"	1	0	0	1	0	0	0	0	0	595	596	2
2	"3/22/2018 3:48"	879	165	18	867	4	8	0	0	0	398	478	2
2	"2/26/2018 8:39"	112	2	1	111	1	0	0	0	0	342	733	2
4	"3/25/2016 10:57"	70	10	2	68	0	2	0	0	0	406	141	2
4	"12/15/2016 0:00"	65	4	1	65	0	0	0	0	0	238	1	2
2	"11/17/2013 4:55"	105	4	0	105	0	0	0	0	0	179	533	2
2	"7/19/2012 6:54"	34	2	0	34	0	0	0	0	0	637	632	2
4	"3/21/2014 9:38"	493	14	2	493	0	0	0	0	0	393	787	2
4	"12/5/2017 8:19"	28	0	0	27	1	0	0	0	0	286	714	2
2	"6/12/2018 22:34"	19	1	1	19	0	0	0	0	0	567	369	2
3	"8/31/2017 11:28"	128	14	0	128	0	0	0	0	0	734	159	2
2	"4/15/2016 21:49"	775	18	0	762	5	8	0	0	0	450	336	2
4	"3/20/2018 6:30"	0	0	0	0	0	0	0	0	0	392	611	2
3	"5/29/2018 10:22"	798	75	0	785	4	9	0	0	0	542	113	2
1	"12/7/2017 9:26"	95	0	9	93	1	1	0	0	0	288	777	2
2	"3/24/2013 3:21"	41	11	0	41	0	0	0	0	0	402	455	2
2	"8/12/2012 8:17"	12	0	0	12	0	0	0	0	0	683	712	2
2	"9/9/2012 3:08"	12	0	0	12	0	0	0	0	0	827	444	2
4	"3/16/2018 7:59"	325	0	38	320	2	2	1	0	0	378	695	2
1	"4/1/2018 12:34"	8	0	0	8	0	0	0	0	0	440	192	2
1	"5/2/2016 10:43"	48	4	4	48	0	0	0	0	0	524	131	2
2	"12/20/2017 0:07"	12	1	0	12	0	0	0	0	0	257	7	2
2	"5/19/2013 15:47"	7	0	0	7	0	0	0	0	0	521	224	2
4	"10/19/2013 3:42"	45	0	1	45	0	0	0	0	0	103	472	2
2	"5/30/2018 1:33"	11	0	0	11	0	0	0	0	0	546	79	2
2	"4/22/2014 5:43"	537	16	1	537	0	0	0	0	0	466	575	2
2	"7/18/2012 9:21"	20	7	0	20	0	0	0	0	0	634	772	2
2	"2/21/2018 0:05"	21	1	0	21	0	0	0	0	0	327	6	2
2	"7/18/2013 22:58"	54	6	2	54	0	0	0	0	0	635	389	2
2	"4/10/2016 23:52"	199	3	0	197	0	2	0	0	0	442	431	2
4	"12/9/2017 7:15"	3	0	0	3	0	0	0	0	0	291	653	2
2	"9/26/2017 22:39"	39	8	0	39	0	0	0	0	0	801	373	2
4	"9/29/2017 12:18"	120	457	13	93	8	0	19	0	0	808	187	2
4	"5/5/2017 5:12"	75	0	5	75	0	0	0	0	0	551	548	2
4	"4/3/2016 2:17"	111	45	0	110	1	0	0	0	0	481	248	2
4	"6/10/2018 6:59"	23	0	7	23	0	0	0	0	0	564	637	2
2	"1/29/2018 7:16"	16	0	0	16	0	0	0	0	0	53	654	2
2	"2/2/2018 7:08"	263	8	0	245	14	4	0	0	0	323	646	2
2	"1/29/2016 3:29"	381	5	0	381	0	0	0	0	0	52	462	2
2	"7/15/2012 5:07"	15	11	0	15	0	0	0	0	0	625	543	2
2	"4/15/2018 3:47"	19	6	1	14	4	1	0	0	0	451	477	2
2	"11/17/2016 20:56"	307	0	0	294	12	0	1	0	0	180	307	2
3	"12/9/2017 11:13"	70	12	0	66	0	2	1	1	0	291	151	2
2	"4/8/2018 1:56"	36	0	0	36	0	0	0	0	0	495	97	2
2	"8/21/2017 3:32"	28	1	2	24	3	1	0	0	0	706	465	2
2	"8/5/2016 9:15"	53	3	0	51	2	0	0	0	0	740	766	2
2	"6/4/2018 7:56"	22	1	0	22	0	0	0	0	0	607	692	2
2	"1/8/2018 6:37"	498	36	6	496	2	0	0	0	0	73	617	2
2	"5/10/2016 23:09"	69	15	2	68	1	0	0	0	0	500	397	2
2	"3/5/2016 23:29"	322	8	0	320	2	0	0	0	0	429	414	2
2	"2/1/2018 8:35"	123	96	6	119	2	2	0	0	0	294	729	2
4	"5/31/2018 7:00"	161	579	202	118	40	1	2	0	0	547	638	2
2	"1/11/2018 8:11"	14	0	0	13	1	0	0	0	0	7	706	2
2	"5/4/2018 8:34"	9	1	0	9	0	0	0	0	0	549	728	2
2	"9/7/2017 10:47"	25	9	0	24	0	0	0	1	0	824	134	2
2	"6/7/2018 1:51"	17	2	1	16	1	0	0	0	0	614	93	2
2	"9/4/2017 2:31"	69	0	1	67	1	1	0	0	0	817	262	2
2	"8/29/2012 21:52"	12	0	0	12	0	0	0	0	0	726	339	2
2	"10/9/2012 8:50"	14	0	0	14	0	0	0	0	0	158	744	2
2	"7/30/2017 5:51"	53	6	1	50	3	0	0	0	0	665	581	2
2	"4/3/2018 9:22"	11	0	0	9	2	0	0	0	0	482	773	2
2	"9/13/2012 21:56"	37	13	0	37	0	0	0	0	0	764	341	2
4	"5/20/2018 0:16"	1	0	0	1	0	0	0	0	0	527	15	2
2	"3/23/2018 8:05"	13	0	0	13	0	0	0	0	0	401	701	2
4	"2/19/2018 0:11"	236	181	21	201	33	0	1	0	1	320	11	2
4	"3/22/2018 3:16"	0	0	0	0	0	0	0	0	0	398	451	2
2	"9/13/2012 11:02"	21	6	0	21	0	0	0	0	0	764	144	2
4	"10/22/2016 2:12"	171	0	0	162	3	0	0	6	0	115	245	2
4	"1/25/2018 1:06"	362	745	199	190	168	3	1	0	0	42	54	2
2	"5/31/2018 2:00"	20	0	0	20	0	0	0	0	0	547	234	2
2	"10/4/2017 23:19"	16	12	0	16	0	0	0	0	0	146	405	2
2	"6/1/2018 7:59"	14	0	1	14	0	0	0	0	0	562	695	2
2	"8/6/2017 0:36"	57	7	0	57	0	0	0	0	0	746	28	2
2	"6/14/2013 8:05"	49	2	2	49	0	0	0	0	0	570	701	2
2	"1/30/2018 6:51"	26	4	0	24	0	0	0	2	0	58	629	2
3	"7/21/2017 1:18"	37	10	0	37	0	0	0	0	0	643	66	2
2	"5/3/2018 1:43"	22	0	0	22	0	0	0	0	0	544	86	2
2	"2/15/2013 9:47"	33	0	0	33	0	0	0	0	0	306	795	2
2	"6/1/2018 1:46"	16	0	0	16	0	0	0	0	0	562	89	2
2	"4/21/2018 9:18"	8	0	0	8	0	0	0	0	0	464	769	2
2	"5/8/2018 2:03"	89	4	1	86	3	0	0	0	0	558	236	2
4	"6/27/2016 10:07"	220	52	1	193	25	0	1	1	0	596	104	2
2	"4/1/2017 8:34"	277	0	0	274	2	1	0	0	0	439	728	2
4	"10/18/2017 7:51"	26	0	0	26	0	0	0	0	0	102	687	2
2	"12/27/2017 2:03"	9	0	0	9	0	0	0	0	0	276	236	2
2	"6/7/2013 1:13"	19	4	0	19	0	0	0	0	0	612	61	2
2	"4/6/2018 1:07"	22	0	0	22	0	0	0	0	0	489	55	2
2	"11/24/2017 8:05"	5	1	0	5	0	0	0	0	0	196	701	2
2	"10/4/2012 8:57"	33	7	0	33	0	0	0	0	0	145	750	2
2	"3/8/2018 2:35"	24	0	0	24	0	0	0	0	0	436	266	2
2	"10/10/2016 11:31"	10	1	0	10	0	0	0	0	0	77	162	2
4	"12/4/2017 3:10"	303	714	52	241	58	3	1	0	0	284	446	2
2	"10/17/2016 22:05"	11	1	6	11	0	0	0	0	0	97	347	2
2	"12/26/2017 1:44"	29	1	1	28	1	0	0	0	0	275	87	2
1	"10/27/2017 10:13"	53	0	10	51	2	0	0	0	0	130	107	2
2	"8/22/2012 8:35"	15	0	0	15	0	0	0	0	0	707	729	2
4	"10/27/2016 20:14"	86	0	0	76	4	0	0	6	0	129	291	2
3	"5/2/2017 2:13"	8	0	0	8	0	0	0	0	0	525	246	2
2	"4/12/2017 0:17"	48	6	0	48	0	0	0	0	0	446	16	2
4	"12/21/2016 4:24"	249	147	8	193	50	2	4	0	0	260	509	2
4	"5/24/2018 21:21"	219	694	173	179	39	0	1	0	0	534	321	2
2	"4/20/2018 21:47"	96	25	0	88	3	5	0	0	0	462	334	2
2	"2/17/2014 9:16"	344	10	0	344	0	0	0	0	0	314	767	2
2	"1/13/2013 9:46"	14	0	2	14	0	0	0	0	0	11	794	2
4	"3/11/2018 7:02"	189	442	202	115	66	4	2	2	0	366	640	2
4	"11/14/2017 5:44"	4	0	0	4	0	0	0	0	0	172	576	2
2	"8/14/2017 3:27"	19	3	1	19	0	0	0	0	0	689	460	2
2	"11/20/2017 0:00"	120	37	2	118	2	0	0	0	0	191	1	2
1	"6/10/2018 8:49"	3	0	0	3	0	0	0	0	0	564	743	2
2	"8/20/2012 4:27"	19	2	0	19	0	0	0	0	0	702	512	2
2	"11/26/2017 8:24"	55	2	0	41	0	0	0	14	0	199	718	2
2	"4/26/2018 8:15"	5	1	0	5	0	0	0	0	0	474	710	2
4	"9/6/2017 3:48"	298	491	46	262	34	2	0	0	0	822	478	2
2	"12/13/2017 5:00"	4	7	1	4	0	0	0	0	0	234	538	2
2	"3/25/2018 2:34"	417	151	3	415	2	0	0	0	0	407	265	2
2	"2/15/2013 5:51"	22	0	0	22	0	0	0	0	0	306	581	2
4	"9/2/2017 11:08"	112	755	38	86	20	0	2	2	2	779	147	2
2	"2/8/2018 4:17"	35	1	1	35	0	0	0	0	0	357	503	2
4	"12/8/2017 8:12"	46	0	0	46	0	0	0	0	0	289	707	2
3	"8/15/2017 23:23"	31	9	0	28	0	0	2	1	0	691	409	2
4	"12/6/2017 2:26"	116	337	109	78	37	0	0	1	0	287	257	2
4	"3/29/2018 1:10"	168	703	160	116	49	0	3	0	0	414	58	2
2	"6/1/2018 7:46"	23	0	1	23	0	0	0	0	0	562	682	2
4	"8/24/2014 2:04"	616	11	0	616	0	0	0	0	0	713	237	2
2	"8/21/2012 1:21"	13	9	0	13	0	0	0	0	0	704	68	2
2	"4/6/2018 21:05"	26	0	0	26	0	0	0	0	0	489	313	2
2	"10/2/2012 23:11"	15	0	0	15	0	0	0	0	0	106	399	2
2	"1/9/2018 0:17"	11	2	1	10	1	0	0	0	0	74	16	2
2	"3/26/2018 6:09"	196	116	120	187	7	2	0	0	0	409	593	2
4	"11/18/2017 9:04"	2	0	0	2	0	0	0	0	0	183	756	2
2	"4/3/2018 13:35"	5	0	0	5	0	0	0	0	0	482	211	2
2	"4/5/2018 8:00"	6	0	0	6	0	0	0	0	0	487	696	2
2	"6/10/2018 7:07"	14	0	0	14	0	0	0	0	0	564	645	2
2	"11/19/2017 22:47"	8	0	0	8	0	0	0	0	0	184	379	2
4	"10/3/2017 2:32"	194	645	28	158	35	1	0	0	0	138	263	2
4	"2/6/2018 7:36"	0	0	0	0	0	0	0	0	0	353	674	2
2	"6/27/2017 5:08"	2	0	0	2	0	0	0	0	0	597	544	2
2	"11/4/2012 4:00"	41	7	0	41	0	0	0	0	0	209	489	2
2	"7/3/2016 7:35"	73	12	0	72	1	0	0	0	0	663	673	2
2	"11/19/2017 3:27"	47	1	0	45	2	0	0	0	0	184	460	2
4	"5/28/2014 7:01"	543	17	11	543	0	0	0	0	0	539	639	2
2	"12/29/2017 8:25"	22	0	0	22	0	0	0	0	0	279	719	2
2	"5/3/2018 6:41"	70	5	1	69	0	1	0	0	0	544	621	2
2	"6/19/2016 23:23"	102	1	1	101	1	0	0	0	0	576	409	2
2	"1/25/2018 2:37"	29	4	0	29	0	0	0	0	0	42	268	2
2	"9/20/2016 0:43"	351	12	22	349	2	0	0	0	0	782	33	2
2	"11/3/2017 1:17"	70	2	1	66	3	1	0	0	0	206	65	2
2	"8/15/2017 9:58"	147	17	7	141	5	1	0	0	0	691	803	2
2	"12/21/2016 3:42"	129	2	0	123	5	1	0	0	0	260	472	2
2	"12/26/2017 22:35"	15	1	0	15	0	0	0	0	0	275	370	2
2	"6/26/2017 1:28"	4	0	0	4	0	0	0	0	0	595	74	2
4	"2/28/2014 13:49"	196	12	0	196	0	0	0	0	0	346	214	2
2	"3/10/2018 4:51"	98	61	2	98	0	0	0	0	0	365	530	2
2	"5/16/2018 12:44"	8	0	0	8	0	0	0	0	0	515	196	2
2	"1/10/2018 4:17"	37	0	6	37	0	0	0	0	0	4	503	2
2	"5/27/2018 1:47"	41	2	2	41	0	0	0	0	0	538	90	2
